Text,Label
'Jihadi thought he had some work of a poet.' Why should we celebrate her sorrow ?? That was Abdul Kalam. 🙄🙄 #rahatindori,2
'@DrDBhasin @ BJP4UK @bansidharbhagat @JPNadda @shivprakashbjp @tsrawatbjp @ShyamSJaju @ajaeybjp Champion sahib zindabad zindabad💪✌️🇮🇳🏆🥇,0
A @ Shermara That Breath God bless you and embrace Islam,1
'@AskMuskan @ cGalgalE2 Jehadi is an aggressor for his com.Hindus are sleeping despite being a majority.,2
'@ Carianuradha @ Mayawati # Bahujan_samaj_party_jindabad,0
'@Fussy_Ca This is the reality of these jihadi slaughter puppies.,2
"'You will also find a way to do things ... If you open someone's path, you will also find a way open ...",0
"'After applying love deed to Congress party, Rahul Gandhi applying love de to cricket",0
'@ _ Swarajindia Prashant Bhushan Zindabad Yogendra Yadav Zindabad,0
"'@ PChaudhary2 Masha Allah, see the greatness of Allah, I have also prayed and got it done",1
'@INCIndia @AjayLalluINC this dictatorship will not work Lalu Bhaiya Zindabad,0
'@officecmbihar @NitishKumar Make the Amanat (Amin) certificate mandatory in the restoration of Amin ..... Why the non tech reinstatement on technical post ???,0
'@ Raghunayam @ Janjanayad @ Garam_Hawa Pappu No Urine Prophet Muhammad Drinks Urine,2
'🇮🇳 Bharat Mata Ki Jai 🇮🇳 Jai Hind 🇮🇳 Double Diwali Explosion! POK Free with Aksai Hind Bonanza !!,0
'@ AjayKum03052985 Abhi in G Diwali. 4,0
"If you become a jihadi, there will be no corona ... Allah is a little too kind ...",2
"'@aajtak not only big news in the country, Sushant Singh Rajput will get justice, Ramraj will go in the country",0
'@_sayema ​​has topped in making kahadi or throwing stones.',2
A @ Fans Masha Allah,1
'CBI investigation is going on in Sushant Singh Rajput's case and there should be a CBI inquiry against those who beat up Sadhus in Palghar,0
'@ Dharmraj8418096 @PoetShakeelAzmi Wow! Subhan Allah !!,1
'@Sharmakhemchand @narendramodi hindustan zindabad,0
'@vinodkapri Who was this gold puppy jihadi?,2
'This is the truth of Islam.,1
'@narendramodi @AmitShah this jihadi organization should be finished soon,2
Beresford Williams becomes president of South Africa cricket while foul resigns,0
"Sandeep Singh, who played an important role in the murders of Disha Salian and Sushant Singh Rajput, is missing",0
'Happy Islamic New Hijri Year 1442 to all of you.,1
"'Has Cinema Mahesh Bhatt converted to Islam and named it Ashraf Butt? If not, go and get your police records correct.",2
'@SonuSood सोनू मैय्या जरूरत तो हमें भी आपकी मदद् की हैं।कि आप भी सुशांत सिंह राजपूत को न्याय दिलाने मै हमारी मदद् करें।,0
"'@ VijayVst0502, which we used to consider as a poet, it turned out to be a dangerous jihadi.",2
'@ WasiuddinSiddi1 @ ArmyBoy89834163 Stay safe ... May Allah keep you safe and healthy May Allah keep you safe and sound Amen,1
'@Javedakhtarjadu Totale Jihadi also wishes Krishna Janmashtami with best wishes.,2
'Unlock 4.0: Metro Plain Cinema School? What to expect by Diwali via @NavbharatTimes,0
'Madarjat Indouri's Thinking Was Jihadi'.,2
"'Had he been a jihadi, he would have shed tears",2
'How Team India was made in the year 1971 in Test cricket unofficially number one Deepdas gave the reason,0
'@AshrafFem सुभान अल्लाह 🥰🥰🥰 हमारी नहीं पूरे इस्लाम की जीत हुई है,1
'@ AnandTr81592194 District President Ji Zindabad,0
'Read the thinking of this jihadi copycat thief,2
'@ Naushad 111985 @ Duchauraciye 2312 Chusalman,2
"Then in the days of Ramadan, what is the meaning of a visit to Islamic countries, eating jaggery and abstaining from dumpling",1
'@ _ Shikharvasthi was a jihadi of extant hoot.,2
'@vinodkapri Urban Naxalite Jehadi is natural to be seen as chilly because the plans of these people were not successful.,2
"A @ Jamelna, he is in front of you. Asa Salem Salalah, I hope that Tawfiq will come to me.",1
'@RachanSinghSp @ Dimpliyadav #Dimpal_Bhabhi_Jindabad,0
'@Yaagyaseni is a Jehadi and is and will always be. It should be jailed. Return to service is inappropriate.,2
😡😡🇮🇳 Muslim community jihadi,2
'@ Khanumarfa @ swaradarajan # jihadi_naxly_gathbandhan # jihadi_attank,2
"A @ Vikvkanth, I live when I hope that",1
'@Bjp4Mp @ Abhilashbajpump @narendramodi @nitin_gadkari vad bhaisahab ji zindabad,0
'@Gudia__talk @Brand_Anuj Abe Hijri first read that post and then took off salwar and killed his goat with a goat,2
'Ya Nabi ﷺ help to come Madani madin ... ... Amen 🌴 @IqbalShahfahad,1
'Arrest this jihadi',2
@ Ekbhwar 92016 @ Ashtakaushik 05 Jehadi Pinku,2
"'For this, every Mulla Jehadi Terrorist or rioter are more famous figures.",2
"#AllahDoesNotNeedQurbani The holy book of Muslim religion Taurat does not mandate eating meat. For more information, visit Satlok Ashram Youtube channel. #MustListen_Satsang #Tatvadarshisant #SaintRampalJiMaharaj Sadhna tv at 7:30 pm. #KabirisGod MUST READ #GyanGanga_Book",0
Sushant Singh Rajput dies 10-12 hours before postmortem!,0
'What have we kept for Diwali? 4,0
'@ Santosh98249476 @SachinPilot The front shuts when there is a jihadi,2
"'If the voice like Sushant Singh Rajput's case were raised in the case of Divya Bharti Gulshan Kumar, the Bollywood mafia would be on its knees today.",0
'@ DeepakS12521798 Cricket used to happen before Dhoni and will also happen after Dhoni. But now perhaps the last ball will not have the confidence to turn the dice,0
These are the 5 batsmen who have converted triple centuries in Test cricket to 350 and 400 #TestMatch,0
'@SalmanNizami_ What a weird person. The one who got slaughtered in the world got innocent people cut off in the name of Jihad. Jihadi loving him.,2
"'Jihadi will be seen at the forefront of taking facilities from government, but #CapTerror is behind lag of facilitating government",2
1442 Happy Islamic New Year 1442 Hijri to Islam.,1
'@aajtak @chitraaum @nagarjund post no jihadi mentality riots cause everyone's posters to be seized and to compensate for the loss,2
"'@vinodkapri Khapadia ji, all these are your lovely gathering, why don't you do anything?",2
'@Jitendrabaghel_ @Thankajurat Jeetendra Bhaiya Zindabad,0
'@OpIndia_in Kamapantis and jihadis can fall below our-your-mind. Kamapanth and Jihadism are a curse for humanity.,2
'@ips_gupteshwar The whole of Bihar and the country is with you on the case of Sushant Singh Rajput.,0
"The more time a Mullah Salman Khan spends photographing with a tractor, the more a Hindu Sonu Sood sends a tractor to a needy family home. #Correct your favorite # actor choice and continue to Boycott of Mullahs !!!!",2
'Long live',0
Jihadi terrorist Babar's heart will be shattered,2
'@tera_jogi Amen. Peace will prevail in the world Pillow Farebee Bed Jalebi. Slogan These tires.,1
'@ nehafatima832 of course Allah Ta'ala protects us from the sins of all of us,1
'@DrPreetiverma I 100% agree about giving Vedic education along with stop Muslim education from where jihadi is born,2
"'@ HalimaKhatoon20 Masha Allah, of course you are very beautiful",0
'#अखिल_भारतीय_विधार्थी_परिषद_जिंदाबाद,0
@anantvijay jihadi mentor,2
"The hearing of Dr. Kafeel Khan has been completed, the court has reserved the verdict, Allah will release Dr. Kafeel Khan, so Amen.",1
'Such people are going to the jihadi in the civil service through Islamic study,2
'India asks' ?? Were shooters called from outside to kill Sushant Singh Rajput ???,0
'@republic is as stunned as Shiv Sena people are clear that Aditya Thackeray has full hand in killing of Sushant Singh Rajput,0
@ Adibah 31st Alkum Aslam & Rahmatullah Barkat Hoon,1
"In the 'Bengaluru incident', he was just ahead of the ""temple breaking"" stage! All the jihadi crowd present there…",2
'What are his relatives saying by CBI team who arrived in Sushant Singh Rajput's house in Mumbai for investigation?,0
Masha Allah,1
"'It is not easy to become a cricket umpire in the village, swearing on the matter",0
'@RajeevRai very brilliant 👌👌👌 Honorable Rajiv Bhaiya Jindabad,0
'@ AmitKum35472045 @msunilbishnoi @SalmanNizami_ nothing is Diwali,0
'Justice for Sushant Singh Rajput',0
'@NamotvInd दिशा सालियान और सुशांत सिंह राजपूत के हत्यारों को फांसी दो फांसी दो,0
'@SalmanNizami_ Abe jihadi is revealing stolen property.,2
'Crying tribute song' - Sushant Singh Rajput | Aye my friend Laut ... via @YouTube,0
'@MajorPoonia These are those people who will start working on their jihadi agenda if they get a chance even after swearing on Allah and the Quran.,2
"'Jihadi thought he had some work poet! Celebrate why we had a bit of his grief, Abdul Kalam !! Jai Bajrang Bali breaks enemy's hose",2
'@AalokTweet Love Zindabad😍😍😍🙏🏼🙏🏼🙏🏼 brother!,0
"'This Kapil Sharma in his comedy show repeatedly speaks of Masha Allah, the God of God; He speaks or speaks !!",2
'# Sushant_Singh_Rajput's jinte is also a secret. The statements of none of these match. Nothing is too big in this case.,0
Jai Hind Jai Hindutva Hindu Unity Zindabad Jai Shri Ram,0
'Mim Bheem Sharing Scheme Crumbling Gang's Jihadi Dream #Bangalore #bangaloreriots,2
"'The fire is behind Babur's representatives, now a jehadi, you pick up the pajamas.",2
'# Jihadi_com,2
'@ Loyalandsharaf @ Madhu_Surana @Salmannijam_ Jihadi.,2
"""Babhi Asharam and Honeypreet of Ti Bhi Duniya who created the story of 'Sushant Singh Rajput' murder !! 😠😠",0
'It is all Radical Islamic terrorists.,2
'@ RahibRahi8 @ Az40612870 @ angeltime21 Ask your mother that she will tell you the name of your first father and go and ask him how many people will get killed.,2
A @ ShaikhHuzaifa01 Hazrat Mohammad Mustafa Sallallahu Alaihi Wasallam is Rahmat Tal Lil Al Amin for the entire work,1
"'@capt_ivane I say shoot it on the beach road, some mula jihadi will say sergil fuckwa shoot tahir katve",2
'Assalam Walekum Rahmatullah Barkatahu Ahmadullah and all Khairiyat Mohatrama F B,1
Stop this crusader drive Hastings,2
'@AcharyaPramodk Abe Dougale? Whom did the temple save ?? This jihadi ??,2
"'A Muslim Muslim jihadist from Awa will be voiced against mosques, his head should be hung over the mosque #prophet_muhammad",2
'This Time Samata Party' Government Uday Mandal Ji Zindabad,0
"'@ 007AliSohrab Happy Islamic New Year ""1442 Hijri"" to Alam-e-Islam! Is # islamicnewyear1442 💕",1
'@ Bhavnarora is going to be born this jihadi,2
"@sakshijoshii la order was tight, then the police gave 2 jihadi rioters a ticket of 72 hurls and hit more than 100 jails",2
'@SalmanNizami_ That photo shows how jihadis and wanderers in Shaheen Bagh were instigated for Delhi riots,2
أ,1
"'@Satynistha grab arms and answer them, these jehadi communities will not let us live",2
'@anantvijay jihadi terrorist was a relief,2
@ MuradAl02256982 @ beingarun28 burnt your # terrorist's child #Jihadi,2
'@SukhdevGogamedi Jai Jai Rajputana's Grandfather Sukhdev Singh GoGamedi Zindabad,0
'@OfficeSakaj Naria is Riya Chakraborty and Mel Sushant Singh Rajput,0
'@ PushpendraKuls4 @rajnathsingh was the contribution of Indori of Indira to making Muslims a terrorist jihadi.,2
"@sambitswaraj These so-called Sanghi Hindutva contractors, are issuing license licenses in Goa and North East. # Modi_ is_to_mokin_",2
'Chandsiddiqui76 hagShagufaPKhan aseHaseenIshrat hahShahida_Ismat @Iam_MD_FAREED @ Faisalimam_1 Masha Allah,1
"'Friends, India's famous jihadi poet Munawar Rana is no more! God bless the soul of this jihadi!",2
'If Sushant Singh Rajput is killed then should the government stop the entire Bollywood for a few years. This is my opinion.,0
"'@khanumarfa Jaychand and the evil Hindu used to listen everyday, what did he hear today. But you also have to make death a spectacle. Jihadi woman",2
"'Yes. well said. If the administration does not end the jihadi, then blood will flow again.",2
'@RealRanawat Yes lifelong boycott of the so-called leftist secular Christian Islamic Jihadist anti-national Sanatan Bollywood mafia,2
'PM Modi wrote to MS Dhoni remembering contribution to cricket,0
'@chhichhora__ @Kritika_simmi @ anujrocks44 @taapsee @Box_Off_India Abe madharcho utni kisi ki aukat hai vidya kangana bas 2 bache hai. Aur kangana se gaa * nd jalti hai tum chusalmano ki kyuki wo modi supporter hai. Thik bola be Abdul chusalman 🤣🤣,2
'@ Acharya Pramodak Brother Brother Sister Not Jihadi. Kalnami,2
"'@KanganaTeam you are a true patriot, this country will not forget your sacrifice #Cangana_Rani_Jindabad Zindabad Zindabad",0
"'Peacock will not be distracted, here is the case of a journalist, everyone is a little Sushant Singh Rajput. #RIPJournalistRatan",0
Happy Islamic New Year to all Muslims. Happy Islamic new year # islamic year 1442 # IslamiNewYear1442Hijri,1
'Pillars of Indian cricket |,0
'He was a staunch jihadist. Time made a poet. # Relief_indouri,2
'Why is everything over after Eid,1
'1442 Month of Hijri Martyrdom # islamicnewyear1442,1
'There is no other example of the sacrifice that Sonia Gandhi has made for the country. Sonia Gandhi Zindabad,0
"'@KumariDiya Rajasthan's future Chief Minister, Queen Diya Kumari Jindabad, you are the leader of all of us.",0
"""We are scared now, so Delhi and Bangalore are burning! When we are fearless, then we will see the whole country lit up!"" Jehadi Indore #bangaloreriots #bangaloreriots",2
'@zoo_bear kya re madar ** why is the jihadi animal posting another's family photo.,2
A @ Mnbarktkha security God bless,1
A @ Glory be to Allah,1
'@TrueGodKabir Allah should not only remember the days of Ramadan and Muharram. Allah is the one to keep an account of every moment.,1
'@sangtamlums Jihadi virus,2
"'@sonikasdutta If this handful of jihadis and instigators @asadowaisi is free, then it is possible to catch fire! @Uppolice @myogiadityanath",2
'@sambitswaraj what is this special community after all? This is not a special community but a traitor traitor Jehadi Chusalman.,2
"'@ Amiti14 A jihadist who abused Atal ji who said Godhra did not happen, paid tribute to such a bogus person",2
E: The campaign has broken the fast today. What will happen to the next jihadi against the government from tomorrow?,2
'AnGaneshGINC Mukesh Bhakar Jindabad,0
'@ Chatterj1Asking these are all jihadis traitors of the country,2
'@ShayarImran @ Abhishek_1india jihadi mian tweeting two words on BASE Bangalore violence,2
'@Compilmishra_and khabi kalas jihadi only,2
'@ TV9Bharatvarsh reduced to a bastard jihadi,2
'@CricketopiaCom @dhaikilokatweet Bhishma Pitamah of Indian cricket 🙏,0
'Sanjay Dauralia Bhartiya Kisan Union Zindabad,0
@ DChaurasia2212 Every Rana in this world is a hidden jehadi,2
'@pcsharmainc Congress party जिंदाबाद,0
'Jihadi dear Gilme Mahesh Bhatt's Sanatani Hindus show their status,2
Your heart sees Hussein Al-Halsam,1
'@advmajeedmemon brother-in-law jihadi will be very much like bhadoos like you now,2
"'@Republic_Bharat What happens with the standing of the leader, which nationalist of the country will stand with this Islamic fundamentalist jihadist",2
"'Jihadi thought he had some work of a poet. Celebrate why we had a bit of his grief, Abdul Kalam.",2
"""@ khushi9595 Allah Subhanahu Ta'ala keep you in your Hifzo aman! Amen",1
'@AjazkhanActor and terrorist returned to Jehadi Puncher,2
'@ Land_Sindia Joychand Zindabad,0
"'@yadavtejashwi @msdhoni If you are not in blue jersey, we would not like to watch the sky, then there is no question of watching cricket.'",0
'@Suryashakti01 go to hell these these jehadis,2
@ Zeeshan59288462 @ SakinaQureshi9 Since your mother Halala 50 then jihadi suur like you is born,2
'@ bghwa02 Jihadi 😂,2
'@ Deepkaraon ૭૭૪૯૨ @ anujambedkar_m #bahujan_samaj_party_zindabad .... #names_buddhay,0
'@ThePushpendra_ Ferozeshah Kotla will now be called Arun Jaitley Cricket Stadium. The new naming will be done on 12 September.,0
"'@sambitswaraj first thing is Jehadi Maulana in disguise of Sandeep, it is useless to speak in front of this pussy",2
"'You believe it or not, but I will say it. The Mughals were jehadis and robbers. #RamMandir #Padharo_Rama_Ayodhya_Dham",2
"'By the way, the amount of money now in IPL is not in international cricket.'",0
'@Opindia_in @ Indian_Professional Jinda Jala Do Mather - The Pillow of the Jihadi Suvar.,2
"'#Ramzan removed and go to the roof on the roof with no face, no one should do Eid yet #Ramadan remains. - celebrating 27th Ramzan",0
"'@DehaatiLadka @SrBachchan so far unable to speak, could not dare to express condolences, now what will say on Sushant Singh Rajput",0
Jihadi Habib,2
"'@dr_kafeel_ @Rofl_RavishNDTV @ JafarAnsari02 Hey Baklol today is Sunday, so today Allah was active",0
Who are the people who cut throat by saying 'Allah hu Akbar and Bismillah'?,2
'@chaudhrybana # Sushant Singh Rajput fell victim to this nexus conspiracy.,0
Masha Allah Masha Allah,1
@Tikranjulains @ Ashok Gehlot21 @Rajkano @JyamKen @ Dankrajasthan @ Priyanka Gandhi @ Rahul Gandhi @RakeshbansRespired Minister Saheb Zindabad.,0
'@brawnymanisha zindabad okar mausio zindabad😑😑,0
'Women Shakti Zindabad and what about male endurance ??? #Purushsahanshakti,0
"'@vikramsampath Desai is very much a driver, just to divert attention from the jihadi riots.",2
'Goddess of Great Sacrifice Aryan Lady Reverend Smt. Sonia Gandhi Zindabad Congress Party Zindabad @INCIndia @INCHaryana,0
'@SushantBSinha Watch such a jihadi even in UP,2
'@Live_Cities Make Amanat (Amin) certificate mandatory in the restoration of Amin ..... Why Non Tech Restoration on Technical Post ???,0
'Prophet Muhammad (Sall o) ordered that jealousy (jealousy) eats the necks as firewood eats fire. (Abu Dawood),1
'@vinodkapri Hindu has no sympathy with jihadi poet,2
"'China is angry,' Gharwali (Pakistan) because Israel is celebrating Diwali in Gaza",0
'India can never forget the contribution of AAP in winning the entire world of cricket in India #MSDhoni,0
"Masha Allah, let's understand now. May allah bless you",1
@ Ravishk256 India is the country where terrorists are filled by showing fear of Allah and jihadi and fear of Hindutva.,2
'@AlishaSpeaks_ MashaAllah 😍👌👌👌,1
"'If you have not made me a beggar, then people of jihadi mentality have no place in India",2
'Some people will say the work of jihadi ecosystum is keep crying,2
"Happy Islamic New Year ""1442 Hijri"" to 'Alam-e-Islam! 🌹 # islamicnewyear1442 💕 @AjazkhanActor @ Mahira313 @ n4hmad_ @ Nargis_Ansari73",1
'@MajorPoonia so-called leftist secular Christian Islamic Bollywood cricket jihadi buffoon,2
'@sambitswaraj Sandeep Chaudhary is also no less than a jihadi. The other one who is very sly is Ravish Kumar.,2
"'You get a lesson from the rocket that runs in Diwali, you have to resort to a bottle to touch the highs !! 4",0
'The textile industry is seeing a significant decrease in orders given for Diwali. # COVID__19,0
'@shot_squirrel Israel celebrating Diwali. 4,0
"'@IPSinghSp When the temple is to be built, BJP Zindabad Bycott Samajwadi Party",0
"Talking about the constitution as opposed to Muslim Maulvi and Mulla Modiji going to the Ram temple foundation stone, it is secular when FOE is not the same as Mullah and Maulvi do not listen to the Supreme Court's biggest repository of constitution and if a Hindu questions it So that is community.
# Beard_wale_jinnah",2
'@Jajeluys Lion Lallu Zindabad',0
'@ nidhi tripathi 92 the culprits should be acted upon soon.,0
'@Radheshyasingha @SocialistParty Jai Socialism Jai Shri Radhe Shyam Singh Zindabad Honorabale Vijay Pandey Ji Zindabad,0
"'Those who tell Sushant Singh Rajput to commit suicide tell us that when he was not there or not, on what basis he is supporting suicide.",0
'@ RiyazSh64563803 Hijri new year wishing you allah will be on humanitarian,1
'@ Sanjayv07055277 May God grant eternal peace to his soul .. Amen,1
'@Halima_Sultan_ Happy Islamic New Year to you too-2,1
"'@ beingarun28 People like Ravana are financed by mullo, now they will not speak otherwise jihadi will not give it to them",2
'@PrimeVideoIN Jehadi Prime Keep your name.,2
Nding Gotamasandilya shoot haram khor jihadi muslim,2
'@DavendraYadwink @ Rahul Gandhi @ Parliamentary @ Kakwenugopalamp @ Satwarjeev @ Rasurjewala Jananayak Rahul Gandhi Ji & Devendra Yadav Zindabad,0
"The play, written by playwright Girish Karnad, based on the life of Muhammad Tughlaq, was originally written in Kannada and later translated into all the languages ​​of India. He also taught in courses",0
'@SanjairaiUpbjp Yogi Sarkar Zindabad.,0
"'@ Asianpeace06 Abe Gandanmaji Sukar's son will enter your swaraj, then your sold-out anthem will kill brother-in-law jihadi",2
"'If there is a serious investigation, thousands of jihadis will come in wraps and speak their country and then burn them. @ CMofKarnataka…",2
"'@ShrishtySharma_ Jehadi thought he had some poetic work! Celebrate why we had a bit of his grief, Abdul Kalam !!",2
'Jihadi Rajdeep Sardesai is dead. @Sardesirajdeep,2
Sushant Singh Rajput's neighbor's big claim said - what happened that night had never happened before!,0
'@RichaSingh_Alld जिंदाबाद,0
10 Big Bollywood News Including Sushant Singh Rajput Akshay Kumar and Ranveer Singh,0
"'@yadavakhilesh forget jihadi, now you will ever form government",2
'@RFgGKQMeqrAERhS @ReallySwara was an urban Naxalite in the guise of a very traitor Jehadi poet,2
"'@SanjayGadhiaINC We are blind devotees, at least no one gives us respect like a traitor traitor, slave and terrorist jihadi, right !! 4",2
'@AjitanJoom Gaya Jihadi Was Promoted Near 72 hours,2
'Rrfansolanki @ yadwakhilesh dreamappsportalmamajawadiparty admediacellesp @spadigitalforce irfan solanki brother zindabad zindabad,0
'@kumari_selja @RahulGandhi ripriyankagandhi @kcvenugopalmp @INCIndia Congress Zindabad. Kumari Shailja Zindabad.,0
"'@aajtak @ abhishek6164 I think you have kept a ""jehadi"" within you by cheating people ... a ""man in a cloak"".",2
'O my God! To spare me and my boss and all the believers on the day when the account will be settled !! # Amen 👉🏿 @idrisi_tanvir,1
'@ProfNoorul This will be the first person for whom the public has to write * RIP *. People will celebrate Diwali Eid Christmas Lohri on hearing the news. 4,0
'@KapilMishra_IND wow what a satire on a jehadi poet',2
'Sister wrote the entire Qur'an with the help of hand weaving,1
Sunnis' Fatwa Rajviye Mango to Dosafi Tajediro to Maslak-e-Ala Hazrat Zindabad,0
'Azad Samaj Party Zindabad Chandrasekhar Bhai Zindabad,0
'@ Mdajaj35391256 Jumlebaaz is now preparing to sell peacocks. Follow Me. Jai Bhim Jai Bharat Khuda Hafiz.,0
'@sakshijoshii all the leftists and Congressmen have become jihadis,2
"'But due to the jihadist mentality, the congress removed all the pictures from the copy of the Constitution on 14 May 1954 and replaced it with a picture of the Taj Mahal.",2
A @ Chandnias Glory be to God,1
A @ Ashraf Alhamdulillah,1
'@ AjijKhan_2 tomorrow is Zuma. Insha Allah will decide. Amen.,1
@AatishTaseer Not yr fault. log hote hi paidaishi thankless. Didn't take u very long to see the  bigheartedness of US  missing yr own jihadi myopia. Yet hate #CAA How can u guys get so pathetically Hypocritic. Unbelievable Good riddance  once  fr al @tavleen_singh BTW u did tell thm of ur pops,2
"Muslims have always loved their country of India, but have shown loyalty, yet the Indian Muslim is persecuted. Government of India #Muslim_Perhaps",1
'Kamala Harris taught cricket to the villagers of Bhuvan in the film Lagaan ~ NDTV,0
'@ AliHuss73138927 MashaAllah,1
"Before 2014, the PM ruptured the credibility of the GDP rupee economy. But right now, Masha Allah has cured everyone. #GDPData",0
'Long live Kisan',0
"'@DrKafeel_Khan may Allah keep your courage and keep your righteousness on the same path, Amen",1
Seize all the property of @ThePushpendra_ this riotous jehadi pig,2
"#AllahDoesNotNeedQurbani Eating meat Goddess Kabir Saheb Ji says that Muslims keep fast during the day, but at night they bite the cow and eat on one side and on the other hand they kill the cow and Allah will never be happy with such worship.",2
'@Shermbedkar @Anilsirr12345 from India Bharat Mata ki Jai Hindustan Zindabad,0
'@Papbajpai Silent Jihadi Dalle.,2
'@Davarajendrapal Zindabad',0
'@AnsariAddy4 Masha Allah,1
"'What is taught like this in madrasas, only jihadis emerge from there, not humans #Bain_Descendant_PFI",2
'@Jamnakir11 @majdoshi @kisaraj @aparajasthan incilab zindabad,0
'@ippatel lie is bigger than that which is leftist which does not have faith in the democracy of the country as well as the properties of jihadi.,2
'@ Heer66532121 I don't know what Rista is but you are Amen in my prayers,1
'@Gallu_BoY @girlyouforgot__ Why do these Islamists speak to those who criticize them? Jihadi is himself.,2
'@MPTourism is Jihadi',2
"'If a jihadi or a spoon gets a heart attack after reading my tweets, then it will not be my fault.",2
'Happy 1442 Hijri Islamic New Year to all of Islam' HAPPY NEW YEAR ISLAMIC # 1442Hijriyah ALL OF YOU,1
'Chinese companies quit Indian cricket!,0
"""The 'Golden Era' of Windies Cricket was trembling all over the world",0
'I am very happy today because CBI is investigating Sushant Singh Rajput,0
'@vijaykbandhu will hold pension right. Struggle alive Old pension should be settled,0
'@ Khan ___ Sukh @ Nadatindia Masallah Jazakallah Khan Saheb,1
Happy new Hijri year 1442 to all Ahle Imans. 1 Muharram 1442 Ai God bless us Tahiyat Baiman.,1
'@vinodkapri Abe Jihadi this is you,2
@PravDaud Torrent Zindabad are Zindabad were and will remain.,0
'Fair Justice for Sushant Singh Rajput',0
'@ Vinodkapri tera baap tha kya chadarmod jehadi bhad @ #% ^ ?? Silent Busk Absolutely Silent,2
'These 3 cricket couples of father and son in IPL are such who have given special services apart from cricket match #IPL,0
"""Only Dhoni and Raina have retired from cricket",0
'@Dr_Uditraj mean and 42 jihadis 😢😢,2
'@srivatsayb and jihadi soles and fluttering smoothies,2
Sushant Singh Rajput fans raise demand for Boycott of Kapil Sharma show- #TheKapilSharmaShow,0
'@Mayawati Climb the button on the goons chest on the elephant. Jai Bhim Bsp Zindabad.,0
"'@BCCI Mahi is one of the best cricketers of cricket, will always remember the great stalwart of cricket who is stumping in the blink of an eye.",0
'@ ShahidM66407204 @LAMStandley @ImranKhanPTI Abe chewtiye wo isliye ki unlike your pisslamic country. Anybody can be a PM President of India. Yaha chusalmano ko reservation milta hai aur hindu ladkiyon se shaadi bhi karte hai. Sabse zyada masjid india mein hai. Bsdk yaha chusalman hindu ko marte hai aur media support hai.,2
Mashaallah Released from Dr. Kafeel Jail,1
'@ WasiuddinSiddi1 Love Zindabad,0
Muslim insaan nahin terrorist hote hai. I hope u will not ask me to proof it.,2
"'@nishantchat rioters were all jihadi suvars were Islamic terrorists, it paralyzed the tongue in speaking",2
Is a 'jihadi',2
@ Bangrun28Modi Zindabad,0
'This Diwali makes this bankruptcy,0
@IftekharZahur @deepikapadukone Pigs will also stand strong with their role models &  will fuck minors like a 70+ year old Chusalman gangraped a 8 year old minor girl. Its not your fault  if u follow a paedophile  u will go in his footsteps !!,2
"'@ANN_Newsable Abe is not the second, this is the fourth child of this jihadi.",2
"'@JavedAKhan @sudhirchaudhary, tell me who spread the virus in the country. Jihadi talks",2
'@venupnair_nrmu Respected General Minister Com Venu P Nair Sir Ji to Lal Salaam Lal Salaam National Railway Mazdoor Union Jindabad,0
A @ beefed up 12 Mashallah,1
'@BhaavnaArora will be born another jihadist of a traitor.,2
'@PankajSinghBJP @ BJP4India @ BJP4UP is the hero of youth power .... AAP leadership is inspiring Pankaj Bhaiya Zindabad,0
"'No matter how much you become Congressman SPain Buspar ... for them, you are just #Kafir ..",2
"'My blessing is also reached. If you say Amen, God will agree.",1
"For this reason, Jehadi Didi limited her comment and showed great courage and courage.",2
'@Poet_Abhi 😊🙏🏻🙏🏻🙏🏻 Amen,1
'आमीन Aameen 2.0 Song Lyrics In Hindi - Hashmat Sultana,1
"""Just seeing this, Dhoni and Raina retired from cricket yesterday."" @RahulGandhi @msdhoni @ImRaina",0
'CBI is continuously gathering evidence regarding Sushant Singh Rajput's suicide case,0
'@ Vinodakapri Jihadi',2
'@ Singrahul 9009 zindabad,0
"'True patriot Amanspand Muslim is the same as all the brothers' sister-in-law, Jehadi strangers will make you stand up",2
"'@NimishaGaurIN Jehadi has been absorbed in two yards of land, its father is few.",2
'@ Rohihihu Hindustani zindabad',0
'@ VishitaVishiTa1 @ajitanjum @abhisar_sharma neither poisonous liquor will be found from there. Neither jihadi from Bangalore. Is a false journalist.,2
'@gopalkagarwal BJP's unmatched national spokesperson @gopalkagarwal @narendramodi Government Zindabad,0
'Masha Allah .... is it right or someone has made it?',1
'@RubikaLiyaquat sad but more sad than the jihadi pig @MunawwarRana,2
"Brother, you dared a lot to escape from Jihadi",2
"'@ SarvansinghSi14 @INCIndia He has given a fire to the people, my brother has sometimes burnt alive in Kashmir, sometimes in Godhra (in the train compartment), sometimes in the hands of innocent people like Dilbar negi and sometimes in the Pal Ghar 70-year-old saint Killed Pit Pit .. These people do not just do politics but slaughter Hindus",2
@_Gaalibaaj @ Anamika0142 what is the meaning of jihadi,2
"'@OfficeOfDGP got relieved jihadi was the only one who was a penny, it was good that it happened",2
1442 Happy Islamic New Year to Alam-e-Islam! # IslamicNewYear1442,1
Long live the sexist,0
'We should never forget that Kashmiris did not come from Pakistan to kill Hindus .. They were childhood friends Eid and neighbors celebrating Diwali.,2
'@Mdzeeshanayyub buy burnol ... no one will paint the building with your poor blood ... Jihadi Khan,2
'@mysandeepmishra Mc Pig's crusader crusader,2
