Text,Label
'@Hadithoftheday Eid al Adha  Eid al Fitr but the 3rd one is the best of them which is the Eid al Ghadeer,1
'That feeling when barely no one from your rugby club or cricket club wish you a happy birthday... love the feeling of being part of a club ðŸ¥º,0
'@msarosh I wouldnâ€™t bother to watch the S Malik part and would listen to the first 3 minutes.,0
Also using the same while free schedule found phone calling very poor performance and little bit disappounted. Its not understood living in Ahmedabad gets such annoying experience then wt abt small places or towns ?,0
'@Ifedapsi @itsAderose Youre right.isa Muslim  dominated area but i duuno if there are fanatics or extremist  amongst dem had no encounter,2
'@BeingSalmanKhan @thedeol Boycott jehadi flim,2
Speaker Nancy Pelosi will now make it mandatory to wear face masks throughout Congress after dumbass Louie Gohmert tested positive today for his refusal to wear masks. About time. ðŸ‘,0
'ðŸš¨ ðŸš¨ TEAM NEWS ðŸš¨ ðŸš¨ 1 change. #shropshirecricket #shropshirecricketleague #cricket #village #villagecricket #ukcricket,0
'Sachin completes two decades of intl. Cricket #entertainmentnews,0
'@ShafQatkhanPk Thank you. Makes perfect sense but after 10th of Moharram is a good middle ground.,1
'happy muharram and alleged day of birth to zayn and gigis baby ! a muslim icon already mashallah ðŸ¥°,1
'Instead of opening a new medical college @rajnathsingh has transferred Naubatpur medical college to his area chakiya I m a BJP supporter but shame on u rajnath singh @PMOIndia ,0
'@wayfaring07 @UnironicAtheism Lmfao broken website.. Those are verses from your quran and they are errors.,2
"'Muharram is a month of a Joy or a Sorrow?  Is it okay to wish someone ""Happy New Year"" according to Islamic POV?",1
'@MohamedBinZayed Shame on you Arabs ... For money you forget the your Muslim brother,1
'Weekend teams    #CCC,0
'@rwac48 Yeah  Jehadi @_sayema,2
Indian chusalman should be driven out of India. They should not have any right. They fucking bast%rd don't deserve India.   #BrahmanismRobsOBCReservation ,2
"Fuck Islam and Fuck ISIS. We should repatriate all Muslims. They are all a bunch of violent criminals who do not share our values and never will. Without them Britain will be a better, safer place.",2
'MuslimðŸ˜¹moneyðŸ˜¹= terroristðŸ˜¹fundingðŸ˜¹,2
'Every Radical Muslim is a threat to our Free Speech. #BangloreRiot,2
Modi knows to talk n thts wht he is doing n giving fake promises. He says that in long run there is good country can any1 say to me wht good he said is going happen bloody blind n dumb ppl I hv ever seen,0
'Any Treatment for these Radical Islamic Terrorists?? @KapilMishra_IND @HMOIndia @PMOIndia @sambitswaraj @Swamy39,2
@MrfaridFahim @egeli__lodos @RassdNewsN Our Prophet Mohammed is also a Muslim Brother! Hostility to Muslims will bring opponents to hell. Watch what you write! Everything will be presented to you at the recent court! Do you know that #Sisi is a Jew?,0
'I have few jokes on pisslam but it needs @zoo_bear jihadi katua approval ,2
'@MazherArshad Asif Ali is a very sad story of Pakistan cricket.,0
Bring the troops home NOW!! @POTUS @realDonaldTrump https,0
'@omniaaahassan Whereâ€™s Ramadan when you need it smh,1
'Under 15 v Under 15 ( Under 15 ( 101/8 (20.1) End of Innings: All Out,0
"""@yousaf1788 @TheRealPCB Very good decision. Wish you good luck  let's work together for bright future of Pakistan cricket.",0
'HAPPY MUHARRAM ISLAMIC YEARSðŸ’—,1
'@ScarlettEarth @Savarkar19 @KamalaHarris Americans reject Supporter of Islamic terrorism.,2
'@Ibrahemomanimil @Savage_shree @Imamofpeace ðŸ‘†ðŸ¼A Radical Islamic Terrorist who is a by-product of Halala spotted !!! Ha ha ha ha ha ha,2
"""Alviro Peterson on Metro. Yho I'm starting to really dislike South African cricket",0
'@waldon_mike @ColSDM THE RADICAL ISLAMIC TERRORISTS IN CONGRESS HAPPENED.,2
'i miss ramadan me :(,1
'@AamAadmiParty AAP is Pro Radical Islamic-Terrorists Retweet if you agree.,2
'Happy Islamic New Year ðŸ™ 1 Muharram ðŸ’•ðŸ’•  #1Muharram1442H,1
'@apoorwaa__ @FeminismInIndia is run by a jehadi  google it.,2
'@englandcricket  Sir provide the names of England bowlers off whom Australian Legendary sir Don Brademan hit sixes in test cricket !!!,0
'@MediaTSI From whom  from same Jehadi criminals,2
Rep. @MattGaetz calls out Mark Zuckerberg over his firing Palmer Lucky after he testified that the company does  not fire employees over political beliefs. â€There is serious question as to whether or not youâ€™re giving truthful testimony here or whether itâ€™s lying before Congressâ€,0
Russian #FSB agents arrest 5 #ISIS memebers in St. Petersburg. It's believed they were planning to kill Russian special forces officials.,0
Nonsense,0
'@Cricket_Ali Ironic this is the same way I feel about London. My entire family is from London and living in Barbados currently lol.,0
"What is your obsession with Mughals? What exactly has Mughals left for India other than some monuments and havelis? Don't count yourself as remains of Mughals, you are nothing to be proud of.",2
'@Shehla_Rashid Thatâ€™s how you Jehadi see on going crisis . Still not making compulsory for men if itâ€™s so useful ??,2
'Islamic terrorism #bangaloreriots,2
'Mohammed bin Salman hey fuck you. Come kill me bitchl.,2
'@josbuttler U mean @ECB_cricket lucky day.....the day which proved that luck is better than hard work.... #CWC19,0
'Dont tell me there is nothing happy about Muharram.,1
'Radical Islamic Terrorism,2
'Whisper it  but a cricket match has actually started involving the club this year...... #SouthsideDerby #CLYvPOL,0
'@SlimGatiep I am so glad I donâ€™t watch cricket And rugby anymore sport as we  Know it is finished.,0
'Hrithik is the famous in cricket world too. All are praising him excluding kangu the psycho.,0
'@ARanganathan72 someone should file pil against twitter india for there take on quran verses which was quoted by Anand as violent.,1
'@Javedakhtarjadu Read or understand before you expose tour jehadi ignorance to this world,2
'@thehill give it up to the islamic radical terrorist movement of USA!!!,2
'This girl is a disgrace to even those who mock Islam. I mean  she is that stupid and senseless. ðŸ˜‚,2
@YamlaJutt5 @DiwanaLahori @majorgauravarya Mughals invaded India ... they worked in their ideology of murder  rape and convert... The result of that  there r 50 crore of them in India  Pak &  Bangladesh together... All r result of those inhuman work of the one moron cult... ,2
"""Bombta's @Mamataofficial BENGAL But No Media Haraamkhors will call her a JEHADI",2
'@Nas_K92 @Lil__Tjr Jvais bientÃ´t me retirer pour me mettre au cricket no thanks,0
'@ravinwashere Cricket ðŸ,0
'@BeingSalmanKhan @thedeol Hindu of bharat will boycott and will destroy islamik jehadi bollywood.,2
'Only virathu policy can deal with these Islamic radical muslims #changethwLaw,2
'@OfficialCSA confirm two Covid-19 cases in national squad,0
'I just told a story so boring I saw a cricket yawning on top of a rolling tumbleweed,0
'Merchant Taylors: Live score available at,0
'Fuck the rapist pedophile named Mohammed. If you try to hurt me anyway I will hurt you.,2
'Girls who love Cricket are Shadi Material ðŸ”¥â¤ï¸ðŸ˜‚,0
"""Black Widow's Cricket (Umate)  a black flower.",0
'Jehadi pigs always carry a victim card in their pockets,2
"""If Obama's brother died and anyone dared to make a joke  you would be a racist  anti muslim biggot.",1
"""@FredBoycott The 'Toronto Wolf Pack of cricket'",0
'What should we do this Pakistan &amp China who harbour terrorist ðŸ¤”ðŸ¤” .,0
'Happy New Year everyone   I wish you a Year full of happiness  And Start the new year with smile.   #Muharram,1
"""We're back. Look at the badge on the arm ðŸ˜€ Still sinking in!!  #LUFC #MOT #ALAW",0
"'Just look into the Quran and count how many verses that states ""Verily Allah is all-Forgiving"" So why do you lose hope in His forgiveness?",1
'@h7n33n What a slap in the face of our veterans and those who died in the Middle East fighting the radical Islamic scourge!,2
'Happy #muharram to our Islamic clients  colleagues  family and friends.,1
'@amberleemcgraww Omg dude thereâ€™s been a cricket in the Safeway break room and no one can find it and it wonâ€™t STOP,0
'And out 2 runs later. My fault.  #CPL2020 #Cricket,0
'@Zohaib1981 @Sikanderbakhts @iRashidLatif68 @WisdenCricket @miller_cricket @ESPNcricinfo @MazherArshad Keep up the great work brother ðŸ‘,0
'I donâ€™t see much wrong in this either.,0
'@Ethiosalem @SehinSehina @JonnnMc @Natberh All I see is a Muslim Radical,2
'Beds v Bucks Beds 153/4 (34) Bedfordshire CCC 2nd XI: 150 runs in 34.0 overs  130 minutes  5 extras,0
'@ewarren @IlhanMN No surprise the Fake Indian supports the  anti American Muslim terrorist,2
If u just add up science college graduates in India &  Pakistan muslim population it is more than UK thx 4 heads up https://t.co/6iI0Wp5f2x ,1
"""@ayemojubar There I nothing peaceful in agitating for an Islamic caliphate in a secular nation  That's outright terrorism",2
'@MeghdootDiaries @TIinExile @Lost_History1 @truejainology @IndiaArtHistory @DalrympleWill @Royal_Mughals @DelhiTweeter @vajrayudha11 Why the allegiance with sanyasis? ,0
'Now I understand why they took forever to find that cricket.,0
'@MichaelRosenYes lunch?  Or the cricket scores?  They will you know!,0
'Two phrases that are light on the tongue but heavy on the scale of rewards and are dear to the Gracious One [Muslim] https://t.co/tquP69wiOH ,1
'@arshiixx Cricket ðŸ˜,0
'@StandWithUs We stand with whatever country and mother sister will do to the Muslim country  Israel is our favorite country.,1
'@CricketShrops Or even play cricket,0
'@Twitter is Islamophobe for restricting @ARanganathan72â€™s account for quoting verses of Quran  verbatim.,1
'Me: *hasnt watched the crown once* *sees that Margaret thatcher and Diana are gonna be on the new season*,0
BJP won 81 seats more than 50 seats of 2012. This is not win at all .84 seat win of Siva sena is land mark win according to this toilet paper,0
'@basedIITian Perfect. Cricket twitter me kaafi high chances to even turn kids from sanghi families into allies,0
'@ClickitH How are you doing  Cricket?,0
'@koobischanel Ma Sha Allah welcome to islam my muslim brotherðŸ’ªðŸ¼â¤ï¸,1
'@yippeekiyay_dk @sambitswaraj Two nation theory was still right what was wrong actually that Pakistan became a chuslim nation whereas India was left to fend for itself by muslims. India too should have been a hindu rashtra. Muslim there Hindus here ,2
'@s_badrinath Bad luck of Indian cricket or your not sure  but some finest players like you miss to serve the country ðŸ˜”ðŸ¤”,0
"""@Qamarcheema what happened in banglore  what  pakistani kathmulla jehadi  lesbian moulana do in pakistan? don't u know.",2
'https://t.co/EfEnHqmeNh. Muslim terrorist,2
'Watching cricket in low volume is against our Indian values,0
'@ANI Radical Islamic terrorists,2
'@TheSquind It is not only in India it is a threat to the whole world #Radical_Islamic_Terrorist,2
'happy ramadan! @jessicaennis,1
'@theskindoctor13 Bcz they are with Jehadi Mahesh bhatt,2
'Happy Islamic Hijri New Year 1442 !  #IslamicNewYear  #Muharram,1
'it always bothered me that the only representation of Muslim in CM was either a terrorist (jind Allah) or a pedophile (Carl Buford),2
'Happy muharram islamic new year #islamicnewyear,1
'Happy New Year to all Muslims 1442 Hijri #muharram1442 #Muharram #Muharram2020,1
"""When a muslim brother support his brother's mistake  he's not being his ally  he's being his enemy.  Jst saying...ðŸ¤·ðŸ»\u200dâ™€ï¸",1
'@venmay44 @jereva_julia Happy Eid ðŸ’žðŸ’žðŸ¤—ðŸ¤—,1
'@Aisha_mohamud Why using a foul language to call on a Muslim sister ?   Sheâ€™s black and this wasnâ€™t unprovoked,1
'@IanPlayfair @BumbleCricket What a genius donâ€™t know how he finds the time to pen them between pints and all the rain delays #cricket,0
will get Z cover like salwari baba and national award like Baldy kher and rajya Sabha seat like Z owner thug. keep thugging for mire and licking RSS shoes.,0
'#ENGvPAK | The newly adopted flexible approach to starting times was announced Thursday,0
'@INSANIYAT34258 @RahulGandhi Fake name and picture. Jehadi community,2
'Assalamualaikum Everyone!  HAPPY ISLAMIC NEW YEAR  01 Muharram 1442,1
'Cricket Wireless: Because fuck Nebraska,0
'@OpIndia_com Dirt of jehadi,2
'My brother is such a good muslim he just goes to random ppls funerals and prays for them,1
'â€œyour nose looks so bigâ€  looks??? was it small yesterday?????? shut up cricket,0
'Happy 1 Muharram.. ðŸ¥°ðŸ˜‡,1
'#bangaloreriots Not a single Radical Islamic terrorists should be allowed to live in Bharat and breath in Bharat.,2
'#allamaiqbal  #moharram,1
"""Happy New Year to my Muslim brozki's &amp  sista's ðŸ¥³  Oh wait. We don't celebrate Muharram like the rest of the world.  Pray  I shall ðŸ˜ðŸ’«ðŸ™ðŸ¼",1
'@ZhouFPL @Twitter @TwitterSupport Yeah  fixed just now I guess ðŸ‘ðŸ‘,0
'@AmigosCricket Yay! I can see my family and hopefully some cricket too â¤ï¸ðŸ‡µðŸ‡¹,0
'@msdhoni @narendramodi Always you king mahii sir of cricket history ðŸ™ ðŸ™ðŸ™,0
'Alhamdulillah Happy islam New Year 1 Muharram 1442,1
'@cric_analytics Yes. This is why franchise cricket wi never be close to internationals,0
Katie Hopkins exposed yet again for using Jews to promote her anti-Muslim propaganda. Sod off Katie.  ,2
'When did Nigeria announce the sighting of the new crescent of muharram that people are busy wishing happy new year,1
'This is true spirt of cricket!!  @RickyPonting @ashwinravi99,0
'Happy new year.  I was born in Muharram as well as August.,1
'@cricket_kaka @_shortarmjab_ @ishaan3 @imVkohli Really ???,0
'Happy Islamic New Year 1 Muharram 1442 H. #TahunBaruIslam,1
'@NWitherden Thanks nige  yep cricket when they come bk till end of sept also rugby training as well.,0
'Today Islamic New Year #Happy_Muharram   #Hijri_1442_2020,1
@OnFire_4Trump @Gun_YouDown @OnsideOrAnother @USMCUSA1 @SupremeSlaya @OlDoodyLeg @ItchynS @SansMerci89 @D0655Z @BROS20344779 @CrowTheArkn @Myinfo75008888 @Red_eyedjedi   @VetsRiseUp @ksdy1099 @Tara_Writer @FBI @CIA @JM_Grock @6ROC4 @APD_31B @Karmas_Ghost @Karmas_Cafe @64OCK @grockowalski @j0lty_wolty @drinking_is @ThePirateKing__ @John_Roberts__ @Bobbitchin15 @ComeGitItPeener @NilsAngry @todeofvets @seminoledan57 @isis_ghost @delbius @vijaya @yoyoel @biz @TwitterSafety @twittersecurity @FBISeattle @realDonaldTrump @WhiteHouse @FBIWFO @jack @HettiVonG @susan_bernardo @WryConservative How awful they are  it's so ugly. ,0
'@magicintheair96 @Mistyears Ofc my Muslim sisterðŸ’–ðŸ’– God bless you,1
'ðŸ The legend that is @StuartBroad8   ðŸŽ¨ Collaboration with @JamesCoxSJ   #stuartbroad #cricket #smsports,0
'@RuneGroan @HashUrTag I also know few guys in cricket league here in US. I ll check with them as well.,0
'@RahulSinhaZee Jehadi mulle,2
'Happy Muharram to everyone across Saskatchewan who is celebrating! #muharram2020,1
'Actonians Cricket Club Under 15s 0 for 0 beat Perivale Phoenicians 0 for 0,0
'@MushaalMullick Long Live India End of Islamic Terrorism,2
'@sagarikaghose Jehadi prostitute,2
'@fouldsy147 @cricket_badger Also no one else gave a press conference where they lied and said they werenâ€™t using sandpaper.,0
"""@yhhhyhyhyhh @TheGeekMuslim @ErkinSidick God bless you I'm muslim too my brother Which country do you live in?",1
'Here is the link to the @NWCU_Warriors vs @NCU_Knights   Please follow along,0
'@Ishanuge @ishagshafeeg Islamic center replaced Maleâ€™ munnaar in the 80s. New reform Islamic landmark exported from Saudi. Happy Muharram,1
'@MediaTSI Bjp govt should arrest these jehadi idiots and should attach their property to compensate the loss.,2
'@ivividsoul Iâ€™m sorry but this is true  peopledo wish happy new year on 1st muharram,1
'Eid e Mubahila Mubarak and Happy Independence Day!! â¤ï¸ðŸ‡®ðŸ‡³,1
'@DigvijayOjha4 @jacindaardern She is doing this for the upcoming election. Check where she stands when it comes to Islamic Terrorism.,2
"Now question is, Pakistan will adhere to this?",0
'Happy Muharram 2020!!  #Muharram2020 #Muharram #happymuharram,1
'@LegendPacLarry1 @Gun_YouDown @OnsideOrAnother @USMCUSA1 @SupremeSlaya @OlDoodyLeg @ItchynS @SansMerci89 @D0655Z @BROS20344779 @CrowTheArkn @Myinfo75008888 @Red_eyedjedi @VetsRiseUp @ksdy1099 @Tara_Writer @FBI @CIA @JM_Grock @6ROC4 @APD_31B @Karmas_Ghost @Karmas_Cafe @64OCK @grockowalski @j0lty_wolty @drinking_is @ThePirateKing__ @John_Roberts__ @Bobbitchin15 @ComeGitItPeener @NilsAngry @todeofvets @seminoledan57 @isis_ghost @delbius @vijaya @yoyoel @biz @TwitterSafety @twittersecurity @FBISeattle @realDonaldTrump @WhiteHouse @FBIWFO @jack @HettiVonG @susan_bernardo @WryConservative And we were called the degenerates? The same person who constantly threatens to rape other men too? ,0
'@ashishbadshah Yes Sir.His father was retired from Cricket.....need to implement for Rajdeep also.,0
"""@AJEnglish We have nothing to apologize for. Don't you have some radical Islamic terrorist propaganda to spread?",2
'@_EmOVO Ahhhhhh I have just converted to islam and its ramadan so I wont be eating sorry ðŸ˜…,1
'1st Muharram 1442  if yes HAPPY NEW ISLAMIC YEAR. May Allah grant us his RAHMAH to witness many more.,1
'@repofamnesia @DailyCaller Very high radical Muslim population up there. Disconcerting  to say the least.,2
'idk if it was a cricket or what but it was buggin,0
@gamenerd111 @Arkon_Khaled Lmao I hate pisslam I'm glad I discovered this pile of actually trash Muslims ðŸ˜‚ ,2
'Happy New Islamic Year  Selamat Tahun Baru Islam  1 Muharram 1442 H,1
'Every year I forget that the Pacers are going to find ways to beat themselves in the first round,0
'Happy Muharram  Islamic New Year 1442,1
'@ACOBucks @ECBACO @ECB_cricket @englandcricket @tmsproducer @bbctms @BucksCricket @BucksCBpathway You left out is he giving me a lift home.,0
'@greenbackexec Happy Eid to ur fish,1
'Happy New Year and Salam Awal Muharram to all Muslim community!ðŸŽ‰âœ¨,1
'Happy Muharram 1442 Happy new year Muslims,1
'Si @OficialCAP no obtiene este Campeonato tienen que cerrar el Club y volver al cricket.,0
'F @JalwaH_AL_Fajar Send 40404 @pakistan @iraq @syria @libia @yeman @ukrine @kashmir @nato @europe @asia @africa @america @usa @uae @uk @wpf ,0
'@aajtak It is total conspiracy by radical Muslim,2
'@CoveredInWords Not me o brother. Iâ€™m just saying for Muslim brothers that are feeling good ni.,1
'@swissyellow @FantasticMrOx Beat you at Rugby  Cricket and Football all the time. #BicesterSchool,0
'@moumi_says Now you can understand how does it feel when Cricket Mela stages outside the country.,0
'As your Senator  I will never stop fighting to defeat radical Islamic terrorism.,2
'Happy new year 1 Muharram 1442 HðŸ¥°,1
'@iam_nuammir Muslim created human chain to guard a temple in Bengaluru to Islamic terrorist ( muslman ),2
'@asadowaisi @rahatindori Good riddance of a radical jehadi,2
'@ChangeofPace414 @TheRealPCBMedia Pakistan Cricket streetwear collection would bang so hard,0
'Happy new Islamia year â¤ï¸â¤ï¸â¤ï¸ #Muharram,1
'@sean_antrim @Ilhan 911 was 19 years ago  Islamic terrorism has been called out. Why are you here?,2
'Discover Quran Verses about #Question @ [79:42] #Quran #Islam,1
'@DeAnna4Congress People outside of her radical muslim district canâ€™t stand her!,2
'@iamshunaji Little Cricket friend?,0
"""The Making of a Jihadi: Mahesh Bhattâ€™s ""Dhokha"" to Indians  Kangana spills the beans"" - @FrustIndian ",0
'Trumpâ€™s Muslim Ban Is Working. Muslim Immigration Slumps  https://t.co/LkUlWFqyqB ,2
'Happy Muharram  islamic New Year 1442 ... #happyislamicnewyear  #happymuharram  #tahunbaruislam  #1muharram,1
'Happy Islamic New Year! #Muharram,1
Congress' stimulus bill must:  â€”Contain COVID â€”Extend $600/week in unemployment benefits â€”Provide rent relief & extend eviction moratoriumsâ€”Shore up state & local budgetsâ€”Prioritize public health & economic wellbeing over the national debt None of this should be controversial.,0
'@____xn BuT MidDdLe EAsT iS MuSLiM BrOWn TeRrORisT wE ACcePt dIVeRsITy doNt bE AShAmEd.,2
'Happy Islamic New Year 1 Muharram 1442 H . . @KammiAlhikmah #kammimenginspirasi,1
Biden Courts '1 Million Muslim Voters'  Wants American Children to Study Islam in Public Schools,1
'@arunpudur That rapist named Nawazuddin Siddiqui was a Love Jihadi as well ,2
Above all Islam is a religion of conquest.,2
'Tlaib will be arrested soon. Sheâ€™s a radical Muslim bitch!,2
'@ImranKhanPTI No false sympathies needed. Please stop sending the Jehadi terrorists across the border to India.,2
'Americans wanna be Islamaphobic and call Muslims terrorist when their Christian presidents have been bombing Muslim countries,2
"""@biya_im But haven't watched cricket since long.",0
'@12LMYAA Happy Eid to you  my cousin  every year  and you are fine and healthy every year  and you are beautiful and as  moon,1
'@Shabana_2k Once a Muslim always a Terrorist,2
'@MyFoundationLyf Did they make him Muslim just to be the butt of terrorist jokes?,2
'Rashid has the big man - Rahkeem Cornwall - stumped.   STZ - 20/1 in 2. Equation - 27 off 18 #CPL2020,0
'Happy Muharram! - Happy Islamic New Year! #IslamicNewYear #IslamicNewYear2020,1
'@LadyVelvet_HFQ No  They are New Terrorist And Invaders In India with same Sick Mentality of Arabs And Other Muslim Invaders,2
'Ramadan !!,1
'MN is an extremist muslim enclave.,2
'@ZakirHussainpfi Now arabian funded jehadi organisation who funded #SahinBhagh is vomiting here!!!,2
'@troost69 @excelsior20 Ook zonder deze vrijwilligers kan je geen top cricket spelen,0
"'My Name is..(Cricket Sounds) ""Wait..What\'s This Red Thing?"" Staff: ""No! No! No! Joe!""  ""That\'s The Nuclear Button!""",0
'@Joeys_Chandler @ABdeVilliers17 @Tipo_Morris @DaleSteyn62 ðŸ™Œ,0
'@youngtragedi @Afgeezy97 Did she just said it is against our Islam rule get  out sike,1
'@patriciaauroraa imagine if he tried Ramadan,1
'@Vijay_cric @daniel86cricket @babarazam258 With that logic  Kohli has yet to score against Pak in Test Cricket lol!,0
'Happy Islamic New Year I Muharram 1442 Hijriyah #TahunBaruIslam,1
'HAPPY NEW YEAR TO ALL MUSLIM UMMAH MUHARRAM MUBARAK â£ï¸ @Mehrbhat1,1
'Happy New Islamic Year 1 Muharram 1442 H,1
'@BeingPrakash13 @CPL @rashidkhan_19 @BIMTridents @Jaseholder98 Yes... He is a Good Hitter of Cricket Ball.ðŸ‘,0
'Date today 1 muharram 1442  Happy new year everybodyðŸ¤ðŸ¤,1
'@Miss_merryy Welcome Muslim family  we are happy to have u sister,1
'@DartnallScott You got any cricket pads?,0
For cheap calls to #Pakistan ,0
'the surface of an all weather cricket pitch,0
'#QURAN  #SaturdayMotivation  #SaturdayThoughts,1
'@danyparacha222 @FervidCrickster They are not gods of cricket.,0
'A landmark day in cricket! ðŸ,0
'Happy new hijri year \u2063 \u2063 1 Muharram 1442\u2063 \u2063 #SheikSulaimanOnikijipa\u2063 \u2063 #Alamaaniofficial\u2063,1
'â€œA hungry person is a hungry person  Muslim and non-Muslim  whatever  they are brother and sister in humanity.â€,1
'@vinodkapri @narendramodi He was jehadi mulla  hindu phobic,2
'Happy Muharram Islamic New Year 1442 H.,1
'@_SJPeace_ Nothing to ever apologize for.  Proud to be Muslim ðŸ’œ Proud of you brother ðŸ’œ,1
'people who delete their social media during ramadan and muharram might be onto something,1
"""@Ilhan You are a Radical Muslim Terrorist.  That's it. That's the tweet.",2
"""Today's majority of muslims are hypocrites. You cannot trust on your  muslim brother  because of his hypocricy.",1
'mashallah brother joon always say bismillah before do anything hes such a great muslim,1
'@BlackpoolCC @PenworthamCC @ECB_cricket @Frogboxlive Why not? What would be the issue ?,0
'Happy Islamic New Year Everyone!  Today is Muharram 1st  1442 #Hijri which is the beginning of the Islamic new year in lunar calendar.,1
'Happy Islamic New Year!! 1 Muharram 1442 H  #islamicnewyear #1Muharram1442H,1
'Happy muharram islamic 1442,1
'Muharram ______ ðŸ’šðŸ•‹ðŸ–¤ðŸ–¤  Beyshak ðŸ¤² Happy New Islamic Year ðŸ–¤ðŸ’š,1
'I hope my muslim brothers and sister boycott visiting Dubai and Abu Dhabi now.  #ShameOnUAE,1
'happy new years to all my muslim brothers &amp  sisterðŸ’™,1
'Discover Quran Verses about #Alcohol @ [47:15] #Quran #Islam,1
'@IamWasimQureshi And against all islamic radical terrorist,2
'@arnabofficial7 @msdhoni @narendramodi absolutely alvida cricket,0
'linlin would never survive Ramadan,1
'Congratulations to @MahelaJay  we can hope  very good future for sports #Cricket,0
'@JAkbarTheGreat @Ankur4BJP Not some  Most of the Muslim are Radical barring a very few,2
'@0Nita_ji Bollywood requires cleansing from the jehadi mindset.,2
'@ds_nice2 needs revision 1597928053219   Now,0
'@cricbuzz This shows how poor game cricket is Silly rules still not perfect,0
'No Mankading  Delhi coach Ponting warns Ashwin,0
@riyaz_aysha https://t.co/9b996jXTNd  Ms. Aysha   Take one more tweet. As per Pisslam these are your rights as per Q book.  Why do you still follow slavery as a woman in Pisslam?  @Totla_musa  You're becoming more famous for the truth you bring forward! ,2
"""@TheSocialistDad Parliament is Eton's 6th form  I'm surprised they don't play rugger and cricket in games period.",0
'#PakistanForTerrorism Pakistan for a reason only thing islam permits is to rape incest killiing terrorism #FuckIslam,2
'@BostonTeaParti @EinsteinsMagic Brennan is a full blown communist and Muslim terrorist Usurper,2
"â€œNow, his one-of-a-kind autobiographical manuscript has been translated from its original Arabic and housed at the Library of Congress, where it â€œannihilatesâ€ the conventional narrative of African slaves as uneducated and uncultured.â€",0
'No England Women training today so good old cutting day and Preps @lborouniversity @ECB_cricket,0
'1 MUHARRAM.  I hope always be happy. Aamiin,1
'cod is soo toxic. Ppl made fun of my english accent and called muslim and and a terroristðŸ’€ Lmao sorry that i am greekðŸ˜‚ðŸ¤¡,2
'@LegendPacLarry1 @OnFire_4Trump @Gun_YouDown @USMCUSA1 @SupremeSlaya @OlDoodyLeg @ItchynS @SansMerci89 @D0655Z @BROS20344779 @CrowTheArkn @Myinfo75008888 @Red_eyedjedi @VetsRiseUp @ksdy1099 @Tara_Writer @FBI @CIA @JM_Grock @6ROC4 @APD_31B @Karmas_Ghost @Karmas_Cafe @64OCK @grockowalski @j0lty_wolty @drinking_is @ThePirateKing__ @John_Roberts__ @Bobbitchin15 @ComeGitItPeener @NilsAngry @todeofvets @seminoledan57 @isis_ghost @delbius @vijaya @yoyoel @biz @TwitterSafety @twittersecurity @FBISeattle @realDonaldTrump @WhiteHouse @FBIWFO @jack @HettiVonG @susan_bernardo @WryConservative No we werenâ€™t ,0
'@steinbeckrules @doctor_oxford It must be county cricket grounds.,0
'Sad moment for Indian cricket because mahi retires,0
'The Many Virtues of Fasting Aashooraa (10th Muharram):   #Ramadan,1
'@AlyMousa13 @GreeceMFA @NikosDendias @SecPompeo @StateDept Ok muslim(!) Brother,1
'Wish you and your  family  a very very happy new year #Muharram,1
'CPL isnâ€™t the best cricket to watch but itâ€™s goin have to do for now #WorkingFromHomeDrama,0
'Did he just acknowledge Muharram  karbala massacre. MBS is not gonna be happy with this,1
'Please read this dua as moharram starts and itâ€™s the new year,1
'Muslim Twitter will prob be like ASTAGFIRULLAH sister the animals can see your hairr,1
'ðŸ CRICKET TIPS ðŸ  Check out our latest best bets on the #BobWillisTrophy ðŸ’¸ðŸ‘‡,0
'@ParrvezSadeo @thedeol @RedChilliesEnt @NetflixIndia @sabharwalatul @iamsrk @gaurikhan @_GauravVerma Boycott khans. JehadiðŸ˜,2
'@OpIndia_com These radical Islamic outfits are threat to our Country. Why govt is not banning them ?,2
Islam is the greatest threat to Western civilisation.,2
'@mapofdan @Raybirdxx [cricket noises] dude seriously are you okay? ðŸ¥º,0
'I am a #MUSLIM  My new year starts in Muharram not in January   HAPPY NEW YEAR,1
'Happy Islamic New Yearâœ¨ Wishing you a happy Muharram~,1
'Happy Muharram &lt 33333,1
'@Iam_Mian Islamic Republic:).  No place for Hindus  Sikhs  Balochs  Christian.  No place for a human being.  Birth place of terrorism,2
'Happy Awal Muharram to our Muslim friends ðŸŽ‰,1
'Happy Islamic New Year 1 Muharram 1442 H #HappyIslamicNewYear,1
'@rahulkanwal Sparked...?? Victim blaming..blame lies only wid d jehadi mob..stop dis self flaggellation and slave like dhimitude,2
'Happy 1 muharram 1442 H âœ¨ðŸ™  #TahunBaruIslam,1
'Check out the complete coaching panel ðŸ‘‡,0
'@tathagata2 Same should be implemented in Delhi too when saffron terrorist burn many muslim properties  @ArvindKejriwal,2
"""And this guy talks about Spirit of Cricket ðŸ¤¦\u200dâ™‚ï¸  I just hope Ashwin doesn't succumb to his pressure",0
"An Emerging Mystery #saudiarabia https://sebfarmborough.carbonmade.com During Prophet Mohammed's time women were encouraged to swim, ride a horse and do archery.",1
'@JackJernigan1 Why would we add a muslim terrorist to Mount Rushmore?,2
'@Imamofpeace Muslim BrotherHood is terrorist Organisation!,2
